city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,gender_female,gender_male,gender_missing,gender_other,major_arts,major_business,major_humanities,major_missing,major_noMajor,major_other,major_STEM,experience_type
136,0.897,1,3,3,10,6,1,17,0,0,1,0,0,0,0,0,1,0,0,0,4.0
76,0.698,0,3,4,6,4,0,254,0,0,1,0,0,0,0,0,1,0,0,0,5.0
160,0.92,1,3,2,5,1,5,6,0,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,0,3,3,0,9,0,55,0,0,0,1,0,0,0,0,0,0,0,1,7.0
114,0.926,0,3,3,21,8,4,57,0,0,1,0,0,0,0,0,0,0,0,1,1.0
114,0.926,1,3,2,21,1,1,66,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,0,1,3,2,9,0,13,1,0,1,0,0,0,0,0,0,0,0,1,6.0
11,0.55,1,1,2,4,6,1,110,1,0,1,0,0,0,0,0,0,0,0,1,5.0
67,0.855,1,3,4,11,6,4,78,1,0,0,0,1,0,0,0,1,0,0,0,3.0
103,0.92,1,3,3,21,5,1,126,0,0,1,0,0,0,0,0,0,0,0,1,1.0
36,0.893,1,3,2,21,5,5,16,0,0,1,0,0,0,0,0,0,0,0,1,1.0
74,0.579,1,3,3,16,6,5,168,1,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,2,18,7,2,47,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,2,10,9,1,24,0,0,0,1,0,0,0,0,0,0,0,1,4.0
21,0.624,0,1,3,3,9,1,67,0,0,1,0,0,0,0,0,0,0,0,1,6.0
71,0.884,1,2,3,11,7,1,138,0,0,1,0,0,0,0,0,0,0,0,1,3.0
24,0.698,1,3,2,21,5,1,30,0,0,1,0,0,0,0,0,0,0,0,1,1.0
75,0.939,1,2,3,15,4,1,44,0,1,0,0,0,0,0,0,0,0,0,1,3.0
101,0.5579999999999999,0,3,4,6,9,0,31,1,0,0,1,0,0,0,0,1,0,0,0,5.0
114,0.926,0,2,4,3,6,2,134,0,0,0,1,0,0,0,0,1,0,0,0,6.0
75,0.939,1,3,2,21,6,2,163,0,0,1,0,0,0,0,0,0,0,0,1,1.0
160,0.92,1,3,3,15,9,2,37,0,0,1,0,0,0,0,0,0,0,0,1,3.0
61,0.913,1,3,2,11,7,1,45,0,0,1,0,0,0,0,0,0,0,0,1,3.0
100,0.887,1,3,1,10,7,2,218,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,1,3,2,5,7,2,52,1,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,21,1,5,72,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,7,8,1,28,0,0,1,0,0,0,0,0,0,0,0,1,4.0
67,0.855,0,3,5,1,9,0,17,1,0,0,0,1,0,0,0,1,0,0,0,6.0
138,0.836,0,1,3,11,6,0,28,0,0,1,0,0,0,0,0,0,0,0,1,3.0
24,0.698,1,3,2,14,6,0,6,0,0,0,1,0,0,0,0,0,0,0,1,3.0
74,0.579,1,3,3,6,5,1,8,0,0,1,0,0,0,0,0,0,0,0,1,5.0
16,0.91,1,3,3,4,3,1,44,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,2,3,12,9,2,48,0,0,1,0,0,0,0,0,0,0,0,1,3.0
21,0.624,1,3,3,15,2,3,67,1,0,1,0,0,0,0,0,0,0,0,1,3.0
173,0.878,0,3,4,10,9,1,17,1,0,1,0,0,0,0,0,1,0,0,0,4.0
116,0.743,0,1,3,3,9,0,47,1,0,1,0,0,0,0,0,0,0,0,1,6.0
103,0.92,0,3,3,0,3,5,130,0,0,0,0,1,0,1,0,0,0,0,0,7.0
138,0.836,1,3,3,11,5,0,30,0,0,1,0,0,0,0,0,0,0,0,1,3.0
21,0.624,0,3,3,4,5,0,85,1,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,0,1,3,1,6,1,124,1,0,0,1,0,0,0,0,0,0,0,1,6.0
101,0.5579999999999999,1,3,3,1,6,1,33,0,0,0,1,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,3,3,6,1,61,1,0,1,0,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,2,5,9,1,56,0,0,0,1,0,0,0,0,0,0,0,1,5.0
44,0.725,1,3,3,7,9,0,80,0,0,0,1,0,0,0,0,0,0,0,1,4.0
160,0.92,1,3,3,21,6,1,35,0,0,1,0,0,0,0,0,0,0,0,1,1.0
114,0.926,1,3,2,10,1,2,50,0,0,1,0,0,0,0,0,0,0,0,1,4.0
16,0.91,1,3,3,21,3,5,64,0,0,1,0,0,0,0,0,0,0,0,1,1.0
143,0.74,1,3,3,21,5,3,65,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,21,9,5,85,0,0,1,0,0,0,0,1,0,0,0,0,1.0
55,0.7390000000000001,1,3,3,8,7,1,119,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,1,1,2,8,5,3,84,1,0,0,1,0,0,0,0,0,0,0,1,4.0
21,0.624,1,1,3,4,3,1,74,0,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,0,3,5,1,9,0,46,0,0,0,1,0,0,0,0,1,0,0,0,6.0
61,0.913,1,3,3,14,5,1,6,0,0,1,0,0,0,0,0,0,0,0,1,3.0
114,0.926,1,1,3,5,7,1,53,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,5,5,2,90,0,0,1,0,0,0,0,0,0,0,0,1,5.0
16,0.91,0,1,3,1,9,0,4,0,0,1,0,0,0,0,0,0,0,0,1,6.0
16,0.91,1,3,2,3,1,2,56,0,0,0,1,0,0,0,0,0,0,0,1,6.0
105,0.794,1,1,3,0,9,1,18,0,0,0,1,0,0,0,0,1,0,0,0,7.0
21,0.624,1,3,3,8,5,1,52,1,0,1,0,0,0,1,0,0,0,0,0,4.0
75,0.939,1,3,3,21,9,5,65,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,0,3,3,5,1,5,12,0,0,1,0,0,0,1,0,0,0,0,0,5.0
27,0.848,1,1,4,6,6,2,67,0,0,1,0,0,0,0,0,1,0,0,0,5.0
11,0.55,0,2,3,0,9,0,20,1,0,0,1,0,0,0,0,0,0,0,1,7.0
103,0.92,1,2,3,14,1,5,43,0,0,1,0,0,0,0,0,0,0,0,1,3.0
160,0.92,0,3,3,21,9,1,26,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,2,3,1,1,1,72,0,0,0,1,0,0,0,0,0,0,0,1,6.0
21,0.624,1,1,3,4,9,1,65,0,0,1,0,0,0,0,0,0,0,0,1,5.0
136,0.897,1,3,4,2,7,2,30,0,0,1,0,0,0,0,0,1,0,0,0,6.0
21,0.624,0,1,3,3,9,0,10,1,0,0,1,0,0,0,0,0,0,0,1,6.0
23,0.899,1,3,3,9,3,5,22,1,0,1,0,0,0,0,0,0,0,0,1,4.0
114,0.926,1,3,3,18,5,5,61,0,0,1,0,0,0,0,1,0,0,0,0,2.0
136,0.897,1,3,2,21,4,1,145,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,0,1,3,2,9,1,48,0,0,1,0,0,1,0,0,0,0,0,0,6.0
114,0.926,1,3,3,11,5,2,30,1,1,0,0,0,0,0,0,0,0,0,1,3.0
21,0.624,1,1,3,8,5,1,96,0,0,1,0,0,0,0,0,0,0,0,1,4.0
57,0.866,1,1,3,6,8,1,108,0,0,1,0,0,0,0,0,0,0,0,1,5.0
116,0.743,1,3,2,11,9,1,28,1,0,1,0,0,0,0,0,0,0,0,1,3.0
105,0.794,1,1,4,5,8,1,91,0,0,1,0,0,0,0,0,1,0,0,0,5.0
23,0.899,1,3,3,18,6,1,20,0,0,1,0,0,0,0,1,0,0,0,0,2.0
40,0.7759999999999999,1,3,2,6,8,2,54,0,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,1,1,4,5,9,1,16,1,0,0,1,0,0,0,0,1,0,0,0,5.0
21,0.624,1,1,2,4,6,1,22,0,0,1,0,0,0,0,0,0,0,0,1,5.0
167,0.921,1,3,3,13,8,1,150,0,0,1,0,0,0,0,1,0,0,0,0,3.0
103,0.92,0,3,4,6,9,0,35,0,0,0,1,0,0,0,0,1,0,0,0,5.0
103,0.92,1,3,3,10,6,1,32,0,0,1,0,0,0,0,0,0,0,0,1,4.0
136,0.897,0,1,3,2,9,0,87,0,0,1,0,0,0,0,0,0,0,0,1,6.0
166,0.649,1,2,3,1,7,0,19,0,0,1,0,0,0,0,0,0,0,0,1,6.0
75,0.939,0,3,2,4,3,2,44,0,0,1,0,0,0,0,0,0,0,0,1,5.0
16,0.91,1,3,3,9,6,1,9,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,0,3,3,4,6,1,3,1,1,0,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,7,2,1,41,1,0,1,0,0,0,0,0,0,0,1,0,4.0
103,0.92,1,3,3,7,8,1,116,0,0,1,0,0,0,1,0,0,0,0,0,4.0
100,0.887,1,3,3,16,9,1,49,0,0,1,0,0,0,0,0,0,1,0,0,2.0
75,0.939,1,3,3,21,5,1,64,0,0,0,1,0,0,0,1,0,0,0,0,1.0
103,0.92,0,3,3,5,9,0,67,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,0,3,3,1,4,0,95,1,1,0,0,0,0,0,1,0,0,0,0,6.0
21,0.624,1,1,3,1,1,1,42,0,0,1,0,0,0,0,0,0,0,0,1,6.0
90,0.698,0,3,2,21,8,5,70,0,0,0,1,0,0,0,0,0,0,0,1,1.0
103,0.92,0,1,3,10,9,0,87,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,0,1,3,1,8,1,43,0,0,0,1,0,0,0,0,0,0,0,1,6.0
61,0.913,1,3,3,19,2,5,9,0,0,1,0,0,0,0,0,0,0,0,1,2.0
114,0.926,0,3,4,10,8,1,107,1,0,1,0,0,0,0,0,1,0,0,0,4.0
150,0.698,1,3,4,16,5,5,74,0,0,1,0,0,0,0,0,1,0,0,0,2.0
21,0.624,0,3,2,13,3,5,56,1,1,0,0,0,0,0,0,0,0,0,1,3.0
21,0.624,0,1,3,3,5,2,56,1,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,1,3,3,4,4,2,17,0,0,0,1,0,0,0,0,0,0,0,1,5.0
114,0.926,1,3,2,21,9,1,47,0,0,0,1,0,0,0,0,0,0,0,1,1.0
90,0.698,0,3,4,1,9,0,6,0,0,0,1,0,0,0,0,1,0,0,0,6.0
21,0.624,1,1,3,0,7,1,22,0,0,1,0,0,0,0,0,0,0,0,1,7.0
102,0.804,1,3,3,16,6,5,52,0,0,1,0,0,0,0,0,0,0,0,1,2.0
21,0.624,1,1,3,6,5,1,16,1,0,0,1,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,3,5,1,82,0,0,1,0,0,0,0,0,0,0,0,1,6.0
160,0.92,0,3,3,15,9,1,162,1,0,1,0,0,0,0,0,0,0,0,1,3.0
102,0.804,1,3,2,6,4,2,90,0,0,0,1,0,0,0,0,0,0,0,1,5.0
50,0.8959999999999999,1,3,3,8,8,3,39,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,21,2,5,31,0,0,1,0,0,0,0,0,0,0,0,1,1.0
160,0.92,1,3,3,21,2,5,40,0,1,0,0,0,0,0,0,0,0,0,1,1.0
160,0.92,1,3,3,7,2,4,51,0,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,21,9,5,110,1,0,0,1,0,0,0,0,0,0,0,1,1.0
73,0.754,1,2,3,4,7,1,96,0,0,1,0,0,0,0,0,0,0,0,1,5.0
75,0.939,1,3,3,20,5,5,82,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,2,16,6,1,155,0,0,0,1,0,0,0,0,0,0,0,1,2.0
145,0.555,0,3,3,1,9,0,26,1,0,1,0,0,0,0,1,0,0,0,0,6.0
12,0.64,1,2,4,6,5,1,10,0,0,0,1,0,0,0,0,1,0,0,0,5.0
160,0.92,1,3,3,11,8,1,24,0,0,1,0,0,0,0,0,0,0,0,1,3.0
21,0.624,1,3,3,2,7,1,34,1,0,1,0,0,0,0,0,0,0,0,1,6.0
114,0.926,1,3,2,10,9,3,28,0,0,1,0,0,0,0,0,0,0,0,1,4.0
104,0.924,1,3,3,11,8,3,40,0,0,1,0,0,0,0,0,0,0,0,1,3.0
16,0.91,1,3,3,21,6,3,167,1,0,1,0,0,0,0,0,0,0,0,1,1.0
75,0.939,1,1,4,19,6,2,26,0,0,1,0,0,0,0,0,1,0,0,0,2.0
103,0.92,1,3,3,21,1,5,81,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,15,7,5,30,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,19,6,5,101,0,0,0,1,0,0,0,0,0,0,0,1,2.0
21,0.624,1,1,3,0,4,1,22,1,0,1,0,0,0,0,0,0,0,0,1,7.0
103,0.92,1,3,3,21,9,5,7,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,8,5,2,314,0,1,0,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,9,3,0,28,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,2,3,16,3,1,30,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,3,14,8,2,110,0,0,1,0,0,0,0,0,0,0,0,1,3.0
16,0.91,1,3,2,13,3,5,182,0,0,1,0,0,0,0,0,0,0,1,0,3.0
115,0.789,0,1,3,3,9,0,144,1,1,0,0,0,0,0,0,0,0,0,1,6.0
123,0.738,1,1,3,17,9,3,13,1,0,0,1,0,0,0,0,0,0,0,1,2.0
21,0.624,0,1,3,0,9,0,114,0,0,1,0,0,0,0,0,0,0,0,1,7.0
114,0.926,1,3,2,21,7,5,70,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,3,7,1,1,118,0,1,0,0,0,0,0,0,0,0,0,1,4.0
16,0.91,1,3,1,21,6,5,55,0,0,1,0,0,0,0,0,0,0,0,1,1.0
97,0.925,1,3,3,21,9,5,34,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,2,7,0,168,0,1,0,0,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,2,7,9,1,21,1,0,0,1,0,0,0,0,0,0,0,1,4.0
21,0.624,1,3,3,6,1,3,68,1,0,1,0,0,0,0,0,0,0,0,1,5.0
67,0.855,0,3,4,8,9,0,31,0,0,1,0,0,0,0,0,1,0,0,0,4.0
103,0.92,0,3,3,15,5,5,32,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,13,3,2,14,0,0,1,0,0,0,0,0,0,0,0,1,3.0
157,0.769,1,3,2,14,2,2,36,0,0,1,0,0,0,0,0,0,0,0,1,3.0
102,0.804,0,3,2,5,9,2,157,1,0,0,1,0,0,1,0,0,0,0,0,5.0
114,0.926,0,3,2,11,6,3,90,0,0,1,0,0,0,0,1,0,0,0,0,3.0
16,0.91,1,3,3,21,9,5,27,0,0,1,0,0,1,0,0,0,0,0,0,1.0
76,0.698,1,3,4,5,8,1,44,0,0,0,1,0,0,0,0,1,0,0,0,5.0
21,0.624,0,1,2,6,7,1,29,0,1,0,0,0,0,0,0,0,0,0,1,5.0
21,0.624,1,3,3,10,1,1,24,0,0,1,0,0,0,0,0,0,0,0,1,4.0
114,0.926,1,2,3,15,7,5,73,0,0,0,1,0,0,0,0,0,0,0,1,3.0
149,0.6890000000000001,0,3,3,6,9,2,166,1,0,1,0,0,0,0,0,0,0,0,1,5.0
102,0.804,1,2,3,2,5,1,31,0,0,1,0,0,0,0,0,0,0,0,1,6.0
16,0.91,1,3,3,12,7,3,10,0,1,0,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,21,1,5,37,0,0,1,0,0,0,0,0,0,0,0,1,1.0
128,0.527,0,3,3,5,9,1,92,0,0,1,0,0,0,0,0,0,0,0,1,5.0
136,0.897,0,3,2,10,9,1,60,1,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,1,3,3,8,4,1,70,1,0,1,0,0,0,0,0,0,0,0,1,4.0
64,0.6659999999999999,0,2,2,2,9,2,81,0,0,1,0,0,0,0,1,0,0,0,0,6.0
36,0.893,1,2,3,8,7,1,23,0,0,1,0,0,1,0,0,0,0,0,0,4.0
50,0.8959999999999999,0,3,2,5,6,1,95,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,21,3,4,6,0,0,1,0,0,0,0,0,0,0,0,1,1.0
100,0.887,1,3,3,21,6,4,80,0,0,1,0,0,0,0,0,0,0,0,1,1.0
16,0.91,1,3,4,20,9,5,24,1,0,1,0,0,0,0,0,1,0,0,0,2.0
103,0.92,1,3,3,21,3,5,30,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,17,7,2,36,0,0,1,0,0,0,0,0,0,0,0,1,2.0
114,0.926,1,3,3,21,9,5,31,0,0,1,0,0,0,0,0,0,0,0,1,1.0
23,0.899,1,1,3,3,8,1,8,0,0,0,1,0,0,0,0,1,0,0,0,6.0
16,0.91,1,3,3,21,9,4,98,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,1,3,5,9,5,31,1,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,6,6,1,45,0,0,1,0,0,0,0,1,0,0,0,0,5.0
64,0.6659999999999999,1,3,3,21,8,5,94,0,0,1,0,0,0,0,0,0,0,0,1,1.0
158,0.7659999999999999,1,3,2,9,1,1,158,0,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,0,3,3,21,9,2,48,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,2,5,9,1,54,0,1,0,0,0,0,0,0,0,0,1,0,5.0
36,0.893,1,3,3,21,5,5,22,0,0,0,1,0,0,0,0,0,0,0,1,1.0
50,0.8959999999999999,1,3,2,21,9,1,42,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,8,1,1,21,0,0,1,0,0,0,0,1,0,0,0,0,4.0
136,0.897,1,3,3,14,5,1,16,0,0,1,0,0,0,0,0,0,0,0,1,3.0
173,0.878,0,1,3,14,9,2,8,1,0,1,0,0,0,0,0,0,0,0,1,3.0
83,0.923,1,3,2,9,1,5,6,1,0,0,1,0,0,0,0,0,0,0,1,4.0
160,0.92,0,3,5,1,9,0,60,1,0,1,0,0,0,0,0,1,0,0,0,6.0
103,0.92,1,3,3,10,6,1,83,0,0,1,0,0,0,0,0,0,0,0,1,4.0
45,0.89,1,3,2,12,3,1,46,0,0,0,1,0,0,0,0,0,0,0,1,3.0
21,0.624,1,3,2,10,9,1,12,0,0,1,0,0,0,0,0,0,0,0,1,4.0
73,0.754,0,3,4,1,9,0,59,0,0,0,1,0,0,0,0,1,0,0,0,6.0
57,0.866,1,1,3,7,9,2,94,0,0,1,0,0,0,0,0,0,0,0,1,4.0
160,0.92,1,3,2,21,9,3,46,1,0,0,1,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,10,7,5,150,0,0,1,0,0,0,0,1,0,0,0,0,4.0
114,0.926,1,3,2,21,8,5,54,0,0,1,0,0,0,0,0,0,0,0,1,1.0
136,0.897,1,3,2,11,3,2,31,0,0,0,1,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,21,2,5,78,0,0,1,0,0,0,0,0,0,0,0,1,1.0
36,0.893,1,2,3,21,3,1,96,0,0,1,0,0,0,0,1,0,0,0,0,1.0
102,0.804,1,3,1,21,5,5,28,1,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,3,21,9,5,20,1,0,1,0,0,0,0,0,0,0,0,1,1.0
114,0.926,1,3,2,16,3,1,13,0,0,1,0,0,0,0,0,0,0,0,1,2.0
173,0.878,0,3,2,1,8,1,98,0,0,0,1,0,0,0,1,0,0,0,0,6.0
16,0.91,0,1,4,0,7,2,58,0,0,0,1,0,0,0,0,1,0,0,0,7.0
21,0.624,1,3,3,13,2,4,38,0,0,0,1,0,0,0,0,0,0,0,1,3.0
21,0.624,1,3,3,6,1,1,55,0,0,1,0,0,0,0,0,0,0,0,1,5.0
65,0.802,1,3,3,4,9,1,15,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,0,3,3,4,5,2,68,0,1,0,0,0,0,0,1,0,0,0,0,5.0
103,0.92,1,3,2,10,1,5,23,1,0,1,0,0,0,0,0,0,0,0,1,4.0
100,0.887,1,1,3,14,9,1,43,1,0,1,0,0,0,0,0,1,0,0,0,3.0
103,0.92,0,3,4,9,9,1,4,0,0,0,1,0,0,0,0,1,0,0,0,4.0
61,0.913,1,3,3,17,5,5,34,0,0,0,1,0,0,0,0,0,0,0,1,2.0
100,0.887,0,3,3,21,9,1,76,0,0,1,0,0,0,0,0,0,0,0,1,1.0
160,0.92,1,3,2,21,7,5,278,0,0,1,0,0,0,0,1,0,0,0,0,1.0
138,0.836,1,3,3,9,7,1,86,0,0,1,0,0,0,0,0,0,0,0,1,4.0
114,0.926,0,3,2,8,6,1,20,0,0,1,0,0,0,0,0,0,0,0,1,4.0
41,0.8270000000000001,1,2,3,21,6,5,118,0,0,1,0,0,0,0,0,0,0,0,1,1.0
75,0.939,0,3,4,3,9,0,9,0,0,1,0,0,0,0,0,1,0,0,0,6.0
21,0.624,1,3,2,7,7,0,70,1,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,0,3,3,16,5,1,23,0,0,0,1,0,0,0,0,0,0,0,1,2.0
114,0.926,1,3,2,15,6,1,39,0,0,1,0,0,0,0,0,0,0,0,1,3.0
160,0.92,0,1,4,4,9,1,153,1,0,1,0,0,0,0,0,1,0,0,0,5.0
160,0.92,1,3,2,16,9,1,91,1,0,0,1,0,0,0,0,0,0,0,1,2.0
21,0.624,1,3,3,4,7,1,105,0,0,1,0,0,0,0,0,0,0,0,1,5.0
114,0.926,1,3,3,21,9,5,70,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,21,4,5,188,1,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,2,7,5,4,104,1,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,0,1,3,4,1,1,22,0,0,0,1,0,0,0,0,0,0,0,1,5.0
114,0.926,1,3,4,8,7,5,29,0,0,1,0,0,0,0,0,1,0,0,0,4.0
64,0.6659999999999999,1,2,3,2,5,2,14,1,0,1,0,0,0,0,1,0,0,0,0,6.0
55,0.7390000000000001,1,3,3,21,8,5,12,0,0,1,0,0,0,0,0,0,0,0,1,1.0
75,0.939,0,3,5,2,9,0,103,0,0,1,0,0,0,0,0,1,0,0,0,6.0
103,0.92,1,3,1,14,1,1,54,0,0,1,0,0,0,0,0,0,0,0,1,3.0
114,0.926,0,1,3,10,5,1,4,1,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,2,21,6,3,32,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,0,1,3,8,6,4,33,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,1,3,3,3,1,0,63,0,0,0,1,0,0,0,0,0,0,0,1,6.0
141,0.763,1,3,3,9,5,1,68,0,0,1,0,0,0,0,0,0,0,0,1,4.0
67,0.855,1,3,2,21,6,1,55,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,0,3,2,21,3,3,16,0,0,1,0,0,0,1,0,0,0,0,0,1.0
160,0.92,1,3,2,21,6,1,30,0,0,1,0,0,0,0,1,0,0,0,0,1.0
21,0.624,0,1,3,0,5,1,83,0,0,0,1,0,0,0,0,0,0,0,1,7.0
160,0.92,1,3,3,17,9,2,87,0,0,0,1,0,0,0,0,1,0,0,0,2.0
103,0.92,1,3,3,10,7,2,80,0,0,1,0,0,1,0,0,0,0,0,0,4.0
136,0.897,1,3,3,7,8,3,27,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,19,4,5,16,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,2,7,1,1,56,1,0,1,0,0,0,0,0,0,0,0,1,4.0
45,0.89,1,3,4,14,6,1,24,0,0,0,1,0,0,0,0,1,0,0,0,3.0
114,0.926,1,3,2,8,5,4,53,0,0,0,1,0,0,0,0,0,0,0,1,4.0
16,0.91,0,1,2,13,9,1,57,1,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,20,5,5,130,0,1,0,0,0,0,0,0,0,0,0,1,2.0
114,0.926,1,1,4,7,9,2,43,0,0,1,0,0,0,0,0,1,0,0,0,4.0
103,0.92,0,3,2,9,9,1,198,1,0,1,0,0,0,0,0,0,0,0,1,4.0
128,0.527,1,3,2,9,9,0,29,1,0,0,1,0,0,0,0,0,0,0,1,4.0
16,0.91,1,3,3,21,9,1,46,0,0,1,0,0,0,0,0,0,0,0,1,1.0
75,0.939,1,1,3,4,2,1,109,0,0,1,0,0,0,0,0,0,0,0,1,5.0
102,0.804,0,2,2,2,9,1,2,1,0,1,0,0,0,0,0,0,0,0,1,6.0
27,0.848,1,1,3,9,6,1,103,0,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,21,5,5,94,0,0,1,0,0,0,0,1,0,0,0,0,1.0
134,0.698,1,1,3,0,4,5,6,0,0,0,1,0,0,0,0,0,0,0,1,7.0
16,0.91,1,3,3,21,6,5,162,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,0,1,3,6,9,0,21,1,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,6,6,0,48,0,0,0,0,1,0,0,0,0,0,0,1,5.0
21,0.624,1,3,3,9,6,2,118,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,11,9,1,37,0,0,1,0,0,0,0,0,0,0,0,1,3.0
90,0.698,0,2,2,16,9,3,70,0,0,1,0,0,0,0,0,0,0,0,1,2.0
159,0.843,1,3,3,21,1,5,12,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,21,3,1,117,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,2,8,3,0,78,1,0,1,0,0,0,0,0,0,0,0,1,4.0
24,0.698,1,1,3,7,6,3,51,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,1,2,10,3,1,20,1,1,0,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,0,9,2,55,1,0,0,0,1,0,0,0,0,0,0,1,7.0
138,0.836,1,3,2,9,4,1,21,0,0,1,0,0,0,0,0,0,0,0,1,4.0
114,0.926,1,3,2,10,6,1,9,0,0,1,0,0,0,0,0,0,0,0,1,4.0
16,0.91,1,3,3,21,5,5,114,0,0,1,0,0,0,0,0,0,0,0,1,1.0
90,0.698,0,3,3,3,9,1,96,1,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,0,1,2,9,9,0,166,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,2,10,1,2,99,0,0,1,0,0,0,0,0,0,0,0,1,4.0
145,0.555,0,1,3,2,9,1,3,0,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,0,3,1,21,3,4,214,1,1,0,0,0,0,0,1,0,0,0,0,1.0
21,0.624,0,3,2,7,2,1,37,1,0,0,1,0,0,0,0,0,0,0,1,4.0
114,0.926,1,3,3,16,3,2,60,0,0,0,1,0,0,0,0,0,0,0,1,2.0
